Review,Sentiment,Tokens,word_count
i love this bluetooth,1,"['love', 'bluetooth']",2
first of all it doesnt wear well,0,"['first', 'doesnt', 'wear', 'well']",4
i am very impressed with this headset from plantronics,1,"['impressed', 'headset', 'plantronics']",3
i got it because it was so small and adorable,1,"['got', 'small', 'adorable']",3
great phone,1,"['great', 'phone']",2
i wouldnt recommend buying this product,0,"['wouldnt', 'recommend', 'buying', 'product']",4
piece of junk,0,"['piece', 'junk']",2
poorly contstruct hinge,0,"['poorly', 'contstruct', 'hinge']",3
this item is great installed it let it charged up overnite and it has been working good every since with no problems,1,"['item', 'great', 'installed', 'let', 'charged', 'overnite', 'working', 'good', 'every', 'since', 'problem']",11
great phone,1,"['great', 'phone']",2
dont buy it,0,"['dont', 'buy']",2
excellent phone,1,"['excellent', 'phone']",2
do not purchase this phone,0,"['purchase', 'phone']",2
the voice recognition thru the handset is excellent,1,"['voice', 'recognition', 'thru', 'handset', 'excellent']",5
this is hands down the best phone ive ever had,1,"['hand', 'best', 'phone', 'ive', 'ever']",5
works great when my cat attacked the phone he scratched the protective strip instead of destroying the screen,1,"['work', 'great', 'cat', 'attacked', 'phone', 'scratched', 'protective', 'strip', 'instead', 'destroying', 'screen']",11
this one works and was priced right,1,"['one', 'work', 'priced', 'right']",4
customer service was terrible,0,"['customer', 'service', 'terrible']",3
battery life still not long enough in motorola razor v3i,0,"['battery', 'life', 'still', 'long', 'enough', 'motorola', 'razor', 'v3i']",8
sending it back,0,"['sending', 'back']",2
now i know that i made a wise decision,1,"['know', 'made', 'wise', 'decision']",4
someone shouldve invented this sooner,1,"['someone', 'shouldve', 'invented', 'sooner']",4
good price,1,"['good', 'price']",2
everything worked on the first trythe device was certainly engineered in a clever way and the construction feels good,1,"['everything', 'worked', 'first', 'trythe', 'device', 'certainly', 'engineered', 'clever', 'way', 'construction', 'feel', 'good']",12
i received it quickly and it works great,1,"['received', 'quickly', 'work', 'great']",4
has been working great,1,"['working', 'great']",2
as many people complained i found this headsets microphone was very weak,0,"['many', 'people', 'complained', 'found', 'headset', 'microphone', 'weak']",7
my 5year old nokia 2160 from tracfone holds the charge a lot better than this,0,"['5year', 'old', 'nokia', '2160', 'tracfone', 'hold', 'charge', 'lot', 'better']",9
they do not care about the consumer one bit,0,"['care', 'consumer', 'one', 'bit']",4
this is a good battery and it got here really fast,1,"['good', 'battery', 'got', 'really', 'fast']",5
the instruction manual is lacking,0,"['instruction', 'manual', 'lacking']",3
also its slim enough to fit into my alarm clock docking station without removing the case,1,"['also', 'slim', 'enough', 'fit', 'alarm', 'clock', 'docking', 'station', 'without', 'removing', 'case']",11
phone now holds charge like it did when it was new,1,"['phone', 'hold', 'charge', 'like', 'new']",5
the battery is unreliable as well as the service use antena,0,"['battery', 'unreliable', 'well', 'service', 'use', 'antena']",6
its uncomfortable and the sound quality is quite poor compared with the phone razr or with my previous wired headset that plugged into an lg,0,"['uncomfortable', 'sound', 'quality', 'quite', 'poor', 'compared', 'phone', 'razr', 'previous', 'wired', 'headset', 'plugged', 'lg']",13
we have gotten a lot of compliments on it,1,"['gotten', 'lot', 'compliment']",3
this is definitely a must have if your state does not allow cell phone usage while driving,1,"['definitely', 'must', 'state', 'allow', 'cell', 'phone', 'usage', 'driving']",8
i want my money back,0,"['want', 'money', 'back']",3
i love this device,1,"['love', 'device']",2
i am also very happy with the price,1,"['also', 'happy', 'price']",3
i ordered this product first and was unhappy with it immediately,0,"['ordered', 'product', 'first', 'unhappy', 'immediately']",5
the ngage is still lacking in earbuds,0,"['ngage', 'still', 'lacking', 'earbuds']",4
i was able to do voice dialing in the car with no problem,1,"['able', 'voice', 'dialing', 'car', 'problem']",5
i have 23 bars on my cell phone when i am home but you cant not hear anything,0,"['23', 'bar', 'cell', 'phone', 'home', 'cant', 'hear', 'anything']",8
good item low price,1,"['good', 'item', 'low', 'price']",4
howeverthe riingtones are not the best and neither are the games,0,"['howeverthe', 'riingtones', 'best', 'neither', 'game']",5
the plug did not work very well,0,"['plug', 'work', 'well']",3
amazon sucks,0,"['amazon', 'suck']",2
rip off over charge shipping,0,"['rip', 'charge', 'shipping']",3
very comfortable,1,['comfortable'],1
the battery is working well as a replacement for the original that came with the phone over 2 years ago,1,"['battery', 'working', 'well', 'replacement', 'original', 'came', 'phone', '2', 'year', 'ago']",10
the reception is excellent,1,"['reception', 'excellent']",2
it fits comfortably in either ear the sound is clear and loud and the charge lasts a couple of days,1,"['fit', 'comfortably', 'either', 'ear', 'sound', 'clear', 'loud', 'charge', 'last', 'couple', 'day']",11
very clear quality sound and you dont have to mess with the sound on your ipod since you have the sound buttons on the headset,1,"['clear', 'quality', 'sound', 'dont', 'mess', 'sound', 'ipod', 'since', 'sound', 'button', 'headset']",11
1 long lasting battery you dont have to recharge it as frequentyly as some of the flip phones2,0,"['1', 'long', 'lasting', 'battery', 'dont', 'recharge', 'frequentyly', 'flip', 'phones2']",9
obviously there is a problem with the adhesive,0,"['obviously', 'problem', 'adhesive']",3
very disappointing,0,['disappointing'],1
it was an inexpensive piece but i would still have expected better quality,0,"['inexpensive', 'piece', 'would', 'still', 'expected', 'better', 'quality']",7
it is practically useless and did not add any kind of boost to my reception after i bought it,0,"['practically', 'useless', 'add', 'kind', 'boost', 'reception', 'bought']",7
excellent sound quality,1,"['excellent', 'sound', 'quality']",3
was not happy,0,['happy'],1
a piece of junk that broke after being on my phone for 2 days,0,"['piece', 'junk', 'broke', 'phone', '2', 'day']",6
new battery works great in phone,1,"['new', 'battery', 'work', 'great', 'phone']",5
worst customer service,0,"['worst', 'customer', 'service']",3
ive dropped my phone more times than i can say even on concrete and my phone is still great knock on wood,1,"['ive', 'dropped', 'phone', 'time', 'say', 'even', 'concrete', 'phone', 'still', 'great', 'knock', 'wood']",12
reception is terrible and full of static,0,"['reception', 'terrible', 'full', 'static']",4
good audio quality,1,"['good', 'audio', 'quality']",3
this little device has transformed my organizational capability and made my life a whole lot easier,1,"['little', 'device', 'transformed', 'organizational', 'capability', 'made', 'life', 'whole', 'lot', 'easier']",10
i was sitting in my vehicle with the cradle on my belt and the headset lost signal,0,"['sitting', 'vehicle', 'cradle', 'belt', 'headset', 'lost', 'signal']",7
were jerks on the phone,0,"['jerk', 'phone']",2
works like a charm works as advertised,1,"['work', 'like', 'charm', 'work', 'advertised']",5
comfortable nice range good battery life,1,"['comfortable', 'nice', 'range', 'good', 'battery', 'life']",6
their network coverage in los angeles is horrible,0,"['network', 'coverage', 'los', 'angeles', 'horrible']",5
excellent starter wireless headset,0,"['excellent', 'starter', 'wireless', 'headset']",4
the loudspeaker option is great the bumpers with the lights is very  appealing,0,"['loudspeaker', 'option', 'great', 'bumper', 'light', 'appealing']",6
the only thing that i think could improve is the sound leaks out from the headset,0,"['thing', 'think', 'could', 'improve', 'sound', 'leak', 'headset']",7
first off the reception sucks i have never had more than 2 bars ever,0,"['first', 'reception', 'suck', 'never', '2', 'bar', 'ever']",7
the phone gets extremely hot,0,"['phone', 'get', 'extremely', 'hot']",4
the microphone also works well but according to people i have called it applifies everything,1,"['microphone', 'also', 'work', 'well', 'according', 'people', 'called', 'applifies', 'everything']",9
nice design and quality,1,"['nice', 'design', 'quality']",3
also if your phone is dropped this case is not going to save it specially when dropped face down,0,"['also', 'phone', 'dropped', 'case', 'going', 'save', 'specially', 'dropped', 'face']",9
it is light easy to use and has very clear reception and transmission,1,"['light', 'easy', 'use', 'clear', 'reception', 'transmission']",6
bad fit way too big,0,"['bad', 'fit', 'way', 'big']",4
it definitely was not as good as my s11,1,"['definitely', 'good', 's11']",3
awesome device,1,"['awesome', 'device']",2
waste of money,0,"['waste', 'money']",2
i had ordered a motorola data cable got a very well finished and working product,1,"['ordered', 'motorola', 'data', 'cable', 'got', 'well', 'finished', 'working', 'product']",9
love this phone,1,"['love', 'phone']",2
i was looking for this headset for a long time and now that ive got it i couldnt be happier,1,"['looking', 'headset', 'long', 'time', 'ive', 'got', 'couldnt', 'happier']",8
ill be drivng along and my headset starts ringing for no reason,0,"['ill', 'drivng', 'along', 'headset', 'start', 'ringing', 'reason']",7
display is excellent and camera is as good as any from that year,1,"['display', 'excellent', 'camera', 'good', 'year']",5
battery life is also great,1,"['battery', 'life', 'also', 'great']",4
the worst phone ive ever had only had it for a few months,0,"['worst', 'phone', 'ive', 'ever', 'month']",5
not a good item it worked for a while then started having problems in my auto reverse tape player,0,"['good', 'item', 'worked', 'started', 'problem', 'auto', 'reverse', 'tape', 'player']",9
this is so embarassing and also my ears hurt if i try to push the ear plug into my ear,0,"['embarassing', 'also', 'ear', 'hurt', 'try', 'push', 'ear', 'plug', 'ear']",9
protects the phone on all sides,1,"['protects', 'phone', 'side']",3
this is a very average phone with bad battery life that operates on a weak network,0,"['average', 'phone', 'bad', 'battery', 'life', 'operates', 'weak', 'network']",8
clear skype calls long battery life long range,1,"['clear', 'skype', 'call', 'long', 'battery', 'life', 'long', 'range']",8
soyo technology sucks,0,"['soyo', 'technology', 'suck']",3
great hands free device,1,"['great', 'hand', 'free', 'device']",4
you can even take self portraits with the outside exterior display very cool,1,"['even', 'take', 'self', 'portrait', 'outside', 'exterior', 'display', 'cool']",8
same problem as others have mentioned,0,"['problem', 'others', 'mentioned']",3
after trying many many handsfree gadgets this is the one that finally works well,1,"['trying', 'many', 'many', 'handsfree', 'gadget', 'one', 'finally', 'work', 'well']",9
magical help,1,"['magical', 'help']",2
the worst piece of crap ever along with the verizon customer service,0,"['worst', 'piece', 'crap', 'ever', 'along', 'verizon', 'customer', 'service']",8
poor sound quality,0,"['poor', 'sound', 'quality']",3
the best phone in market ,1,"['best', 'phone', 'market']",3
it worked very well,1,"['worked', 'well']",2
the company shipped my product very promptly and it works well,1,"['company', 'shipped', 'product', 'promptly', 'work', 'well']",6
exactly what i wanted,1,"['exactly', 'wanted']",2
the picture resolution is far below what other comparablypriced phones are offering today,0,"['picture', 'resolution', 'far', 'comparablypriced', 'phone', 'offering', 'today']",7
this is a great deal,1,"['great', 'deal']",2
excellent product i am very satisfied with the purchase,1,"['excellent', 'product', 'satisfied', 'purchase']",4
i highly recommend these and encourage people to give them a try,1,"['highly', 'recommend', 'encourage', 'people', 'give', 'try']",6
better than youd expect,1,"['better', 'youd', 'expect']",3
using all earpieces left or right this thing will not stay on my ear,0,"['using', 'earpiece', 'left', 'right', 'thing', 'stay', 'ear']",7
great product and price,1,"['great', 'product', 'price']",3
sounds good reasonably priced and effective its that simple ,1,"['sound', 'good', 'reasonably', 'priced', 'effective', 'simple']",6
still waiting im sure this item would work well if i ever recieve it,0,"['still', 'waiting', 'im', 'sure', 'item', 'would', 'work', 'well', 'ever', 'recieve']",10
what a disappointment,0,['disappointment'],1
very prompt service,1,"['prompt', 'service']",2
excellent product for the price,1,"['excellent', 'product', 'price']",3
very pleased with this headset,1,"['pleased', 'headset']",2
dont waste your money and time,0,"['dont', 'waste', 'money', 'time']",4
i especially love the long battery life,1,"['especially', 'love', 'long', 'battery', 'life']",5
its so stupid to have to keep buying new chargers car chargers cradles headphones and car kits every time a new phone comes out,0,"['stupid', 'keep', 'buying', 'new', 'charger', 'car', 'charger', 'cradle', 'headphone', 'car', 'kit', 'every', 'time', 'new', 'phone', 'come']",16
works great,1,"['work', 'great']",2
plantronics bluetooth excelent buy,1,"['plantronics', 'bluetooth', 'excelent', 'buy']",4
i came over from verizon because cingulair has nicer cell phones the first thing i noticed was the really bad service,0,"['came', 'verizon', 'cingulair', 'nicer', 'cell', 'phone', 'first', 'thing', 'noticed', 'really', 'bad', 'service']",12
ill be looking for a new earpiece,0,"['ill', 'looking', 'new', 'earpiece']",4
i highly recommend this device to everyone,1,"['highly', 'recommend', 'device', 'everyone']",4
jawbone era is awesome too,1,"['jawbone', 'era', 'awesome']",3
we received a white colored battery that goes dead after a couple hoursthe original used to last a week  but still lasts longer than thereplacement,0,"['received', 'white', 'colored', 'battery', 'go', 'dead', 'couple', 'hoursthe', 'original', 'used', 'last', 'week', 'still', 'last', 'longer', 'thereplacement']",16
after a year the battery went completely dead on my headset,0,"['year', 'battery', 'went', 'completely', 'dead', 'headset']",6
i have used several phone in two years but this one is the best,1,"['used', 'several', 'phone', 'two', 'year', 'one', 'best']",7
an awesome new look for fall 2000,1,"['awesome', 'new', 'look', 'fall', '2000']",5
this is the first phone ive had that has been so cheaply made,0,"['first', 'phone', 'ive', 'cheaply', 'made']",5
att is not clear sound is very distorted and you have to yell when you talk,0,"['att', 'clear', 'sound', 'distorted', 'yell', 'talk']",6
the plastic breaks really easy on this clip,0,"['plastic', 'break', 'really', 'easy', 'clip']",5
price is good too,1,"['price', 'good']",2
dont make the same mistake i did,0,"['dont', 'make', 'mistake']",3
oh and i forgot to also mention the weird color effect it has on your phone,0,"['oh', 'forgot', 'also', 'mention', 'weird', 'color', 'effect', 'phone']",8
im using it with an iriver spinn with case and it fits fine,1,"['im', 'using', 'iriver', 'spinn', 'case', 'fit', 'fine']",7
also the area where my unit broke im not too fond of the magnetic strap,0,"['also', 'area', 'unit', 'broke', 'im', 'fond', 'magnetic', 'strap']",8
overall i am psyched to have a phone which has all my appointments and contacts in and gets great reception,1,"['overall', 'psyched', 'phone', 'appointment', 'contact', 'get', 'great', 'reception']",8
every thing on phone work perfectly she like it,1,"['every', 'thing', 'phone', 'work', 'perfectly', 'like']",6
another note about this phones appearance is that it really looks rather bland especially in the all black model,0,"['another', 'note', 'phone', 'appearance', 'really', 'look', 'rather', 'bland', 'especially', 'black', 'model']",11
its really easy,1,"['really', 'easy']",2
my sanyo has survived dozens of drops on blacktop without ill effect,1,"['sanyo', 'survived', 'dozen', 'drop', 'blacktop', 'without', 'ill', 'effect']",8
fantastic earphones,1,"['fantastic', 'earphone']",2
it finds my cell phone right away when i enter the car,1,"['find', 'cell', 'phone', 'right', 'away', 'enter', 'car']",7
low quality,0,"['low', 'quality']",2
i highly recommend this modest priced cellular phone,1,"['highly', 'recommend', 'modest', 'priced', 'cellular', 'phone']",6
but it does get better reception and clarity than any phone ive had before,1,"['get', 'better', 'reception', 'clarity', 'phone', 'ive']",6
warning  stay away,0,"['warning', 'stay', 'away']",3
i wish i could return the unit and get back my money,0,"['wish', 'could', 'return', 'unit', 'get', 'back', 'money']",7
awsome device works great,1,"['awsome', 'device', 'work', 'great']",4
i used to talk on it for 1  1 12 hours and the battery would be literally drained and dying,0,"['used', 'talk', '1', '1', '12', 'hour', 'battery', 'would', 'literally', 'drained', 'dying']",11
if you dont find it too bad as again the unit comes with one earpad onlyi would not recommend this to anyone,0,"['dont', 'find', 'bad', 'unit', 'come', 'one', 'earpad', 'onlyi', 'would', 'recommend', 'anyone']",11
very displeased,0,['displeased'],1
i might have gotten a defect but i would not risk buying it again because of the built quality alone,0,"['might', 'gotten', 'defect', 'would', 'risk', 'buying', 'built', 'quality', 'alone']",9
they made this case too small and is very difficult to install,0,"['made', 'case', 'small', 'difficult', 'install']",5
restored my phone to like new performance,1,"['restored', 'phone', 'like', 'new', 'performance']",5
i would recommend purchasing the jabra jx10 series 2 which works flawlessly with my moto q go figure,1,"['would', 'recommend', 'purchasing', 'jabra', 'jx10', 'series', '2', 'work', 'flawlessly', 'moto', 'q', 'go', 'figure']",13
i searched the internet and found this one to be the best value,1,"['searched', 'internet', 'found', 'one', 'best', 'value']",6
does not fit,0,['fit'],1
very happy with this product,1,"['happy', 'product']",2
the screen size is big key pad lit well enough and the camera quality is excellent for a camera phone,1,"['screen', 'size', 'big', 'key', 'pad', 'lit', 'well', 'enough', 'camera', 'quality', 'excellent', 'camera', 'phone']",13
theres really nothing bad i can say about this headset,0,"['there', 'really', 'nothing', 'bad', 'say', 'headset']",6
im glad i found this product on amazon it is hard to find it wasnt high priced,1,"['im', 'glad', 'found', 'product', 'amazon', 'hard', 'find', 'wasnt', 'high', 'priced']",10
portable and it works,1,"['portable', 'work']",2
my colleague  i now get great receptiona little expensive but performance is great,1,"['colleague', 'get', 'great', 'receptiona', 'little', 'expensive', 'performance', 'great']",8
i even fully charged it before i went to bed and turned off blue tooth and wifi and noticed that it only had 20  left in the morning,0,"['even', 'fully', 'charged', 'went', 'bed', 'turned', 'blue', 'tooth', 'wifi', 'noticed', '20', 'left', 'morning']",13
ive also had problems with the phone reading the memory card in which i always turn it on and then off again,0,"['ive', 'also', 'problem', 'phone', 'reading', 'memory', 'card', 'always', 'turn']",9
not good when wearing a hat or sunglasses,0,"['good', 'wearing', 'hat', 'sunglass']",4
timely shipment and quality product,1,"['timely', 'shipment', 'quality', 'product']",4
nice solid keyboard,1,"['nice', 'solid', 'keyboard']",3
very well made and fits my surefire gx2 perfectly,1,"['well', 'made', 'fit', 'surefire', 'gx2', 'perfectly']",6
horrible phone,0,"['horrible', 'phone']",2
bt50 battery junk,0,"['bt50', 'battery', 'junk']",3
we would recommend these to others,1,"['would', 'recommend', 'others']",3
cant get the software to work with my computer,0,"['cant', 'get', 'software', 'work', 'computer']",5
disappointed,0,['disappointed'],1
poor voice clarity,0,"['poor', 'voice', 'clarity']",3
the battery works great,1,"['battery', 'work', 'great']",3
no buyers remorse on this one,0,"['buyer', 'remorse', 'one']",3
very disappointed in accessoryone,0,"['disappointed', 'accessoryone']",2
i find this inexcusable and so will probably be returning this phone and perhaps changing carriers,0,"['find', 'inexcusable', 'probably', 'returning', 'phone', 'perhaps', 'changing', 'carrier']",8
looks great and is strong,1,"['look', 'great', 'strong']",3
i have had tmobile service for 2 or 3 years now and i am pretty happy with it,1,"['tmobile', 'service', '2', '3', 'year', 'pretty', 'happy']",7
the update procedure is difficult and cumbersome,0,"['update', 'procedure', 'difficult', 'cumbersome']",4
disappointment i hate anything that goes in my ear,0,"['disappointment', 'hate', 'anything', 'go', 'ear']",5
great software for motorolas,1,"['great', 'software', 'motorolas']",3
the delivery was on time,1,"['delivery', 'time']",2
very easy to use,1,"['easy', 'use']",2
uncomfortable in the ear dont use with lg vx9900 env,0,"['uncomfortable', 'ear', 'dont', 'use', 'lg', 'vx9900', 'env']",7
the volume switch rocketed out of the unit to a destination unknown,0,"['volume', 'switch', 'rocketed', 'unit', 'destination', 'unknown']",6
it holds a charge for a long time is reasonably comfortable under longwearing conditions and the quality of sound is tremendous,1,"['hold', 'charge', 'long', 'time', 'reasonably', 'comfortable', 'longwearing', 'condition', 'quality', 'sound', 'tremendous']",11
id like to return it,0,"['id', 'like', 'return']",3
the keyboard is really worthwhile in usefulness and is sturdy enough i dont expect any problems,1,"['keyboard', 'really', 'worthwhile', 'usefulness', 'sturdy', 'enough', 'dont', 'expect', 'problem']",9
verizons bills however are difficult to understand even though their pricing plans are simple,0,"['verizons', 'bill', 'however', 'difficult', 'understand', 'even', 'though', 'pricing', 'plan', 'simple']",10
after charging overnight these batteries work great,1,"['charging', 'overnight', 'battery', 'work', 'great']",5
you wont regret it,1,"['wont', 'regret']",2
i love this phone,1,"['love', 'phone']",2
a disappointment,0,['disappointment'],1
its not user friendly,0,"['user', 'friendly']",2
unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect,0,"['unfortunately', 'ability', 'actually', 'know', 'receiving', 'call', 'rather', 'important', 'feature', 'phone', 'pitiful', 'respect']",12
then i exchanged for the same phone even that had the same problem,0,"['exchanged', 'phone', 'even', 'problem']",4
this results in the phone being either stuck at max volume or mute,0,"['result', 'phone', 'either', 'stuck', 'max', 'volume', 'mute']",7
this pda rocks,1,"['pda', 'rock']",2
it is super charged up for use as a small hybrid palmtopcameracellphone and excels in those roles,1,"['super', 'charged', 'use', 'small', 'hybrid', 'palmtopcameracellphone', 'excels', 'role']",8
i would definitely recommend the jabra bt250v for those who are looking for comfort clarity and a great price,1,"['would', 'definitely', 'recommend', 'jabra', 'bt250v', 'looking', 'comfort', 'clarity', 'great', 'price']",10
i had verizon 2 years ago and really liked their service,1,"['verizon', '2', 'year', 'ago', 'really', 'liked', 'service']",7
pretty piece of junk,0,"['pretty', 'piece', 'junk']",3
plug was the wrong size,0,"['plug', 'wrong', 'size']",3
works as described,1,"['work', 'described']",2
save your money ive had this item for 11 months now,0,"['save', 'money', 'ive', 'item', '11', 'month']",6
bad purchase,0,"['bad', 'purchase']",2
well im satisfied,1,"['well', 'im', 'satisfied']",3
the bose noise cancelling is amazing which is very important for a nyc commuter,1,"['bose', 'noise', 'cancelling', 'amazing', 'important', 'nyc', 'commuter']",7
this battery is an excellent bargain,1,"['battery', 'excellent', 'bargain']",3
defective crap,0,"['defective', 'crap']",2
i would have given no star if i was able,0,"['would', 'given', 'star', 'able']",4
i wear glasses and it fits fine with them,1,"['wear', 'glass', 'fit', 'fine']",4
the sound quality for the device is unacceptableunless you are in a really quiet area you almost hear nothing,0,"['sound', 'quality', 'device', 'unacceptableunless', 'really', 'quiet', 'area', 'almost', 'hear', 'nothing']",10
i would not recommend this item to anyone,0,"['would', 'recommend', 'item', 'anyone']",4
the holster that arrived did not match the photo in the ad,0,"['holster', 'arrived', 'match', 'photo', 'ad']",5
greatno problems at all,1,"['greatno', 'problem']",2
as an earlier review noted plug in this charger and nothing happens,0,"['earlier', 'review', 'noted', 'plug', 'charger', 'nothing', 'happens']",7
this frog phone charm is adorable and very eye catching,1,"['frog', 'phone', 'charm', 'adorable', 'eye', 'catching']",6
you never know if you pushed it hard enough or the right number of times for the function you want or not,0,"['never', 'know', 'pushed', 'hard', 'enough', 'right', 'number', 'time', 'function', 'want']",10
the sound is clear and the people i talk to on it are amazed at the quality too,1,"['sound', 'clear', 'people', 'talk', 'amazed', 'quality']",6
i got the aluminum case for my new palm vx and it worked really wellit has protected my handheld perfectly so far,1,"['got', 'aluminum', 'case', 'new', 'palm', 'vx', 'worked', 'really', 'wellit', 'protected', 'handheld', 'perfectly', 'far']",13
very good product well made,1,"['good', 'product', 'well', 'made']",4
mobile phone tools are a must have,1,"['mobile', 'phone', 'tool', 'must']",4
i am very impressed with the job that motorola did on the sturdiness of this phone,1,"['impressed', 'job', 'motorola', 'sturdiness', 'phone']",5
i received my orders well within the shipping timeframe everything was in good working order and overall i am very excited to have this source,1,"['received', 'order', 'well', 'within', 'shipping', 'timeframe', 'everything', 'good', 'working', 'order', 'overall', 'excited', 'source']",13
the phone is sturdy and waterproof,1,"['phone', 'sturdy', 'waterproof']",3
i am not impressed with this and i would not recommend this item to anyone,0,"['impressed', 'would', 'recommend', 'item', 'anyone']",5
my only complaint is the standard sound volume is a little low even when turned up to 5of 5,0,"['complaint', 'standard', 'sound', 'volume', 'little', 'low', 'even', 'turned', '5of', '5']",10
thanks again to amazon for having the things i need for a good price,1,"['thanks', 'amazon', 'thing', 'need', 'good', 'price']",6
i ended up sliding it on the edge of my pants or back pockets instead,1,"['ended', 'sliding', 'edge', 'pant', 'back', 'pocket', 'instead']",7
i had to go to a store and bought a new nokia phone which is working great,1,"['go', 'store', 'bought', 'new', 'nokia', 'phone', 'working', 'great']",8
works great,1,"['work', 'great']",2
really ugly,0,"['really', 'ugly']",2
horrible had to switch 3 times,0,"['horrible', 'switch', '3', 'time']",4
the noise shield is incrediable,1,"['noise', 'shield', 'incrediable']",3
no real improvement,0,"['real', 'improvement']",2
razr battery  good buy,1,"['razr', 'battery', 'good', 'buy']",4
keep up the good work amazon,1,"['keep', 'good', 'work', 'amazon']",4
they refuse to refund or replace,0,"['refuse', 'refund', 'replace']",3
unfortunately its easy to accidentally activate them with the gentletouch buttons if you accidentally touch the phone to your face while listening,0,"['unfortunately', 'easy', 'accidentally', 'activate', 'gentletouch', 'button', 'accidentally', 'touch', 'phone', 'face', 'listening']",11
so i basically threw my money out the window for nothing,0,"['basically', 'threw', 'money', 'window', 'nothing']",5
great case and price,1,"['great', 'case', 'price']",3
all it took was one drop from about 6 inches above the kitchen counter and it was crackedi am not impressed and i am not laughing,0,"['took', 'one', 'drop', '6', 'inch', 'kitchen', 'counter', 'crackedi', 'impressed', 'laughing']",10
bluetooth range is good  a few days ago i left my phone in the trunk got a call and carried the conversation without a hitch,1,"['bluetooth', 'range', 'good', 'day', 'ago', 'left', 'phone', 'trunk', 'got', 'call', 'carried', 'conversation', 'without', 'hitch']",14
small sleek impressive looking practical setup with ample storage in place,1,"['small', 'sleek', 'impressive', 'looking', 'practical', 'setup', 'ample', 'storage', 'place']",9
the eargels channel the sound directly into your ear and seem to increase the sound volume and clarity,1,"['eargels', 'channel', 'sound', 'directly', 'ear', 'seem', 'increase', 'sound', 'volume', 'clarity']",10
none of the new ones have ever quite worked properly,0,"['none', 'new', 'one', 'ever', 'quite', 'worked', 'properly']",7
i am glad i purchased it,1,"['glad', 'purchased']",2
ive missed numerous calls because of this reason,0,"['ive', 'missed', 'numerous', 'call', 'reason']",5
perhaps my phone is defective but people cannot hear me when i use this,0,"['perhaps', 'phone', 'defective', 'people', 'hear', 'use']",6
dont buy this product,0,"['dont', 'buy', 'product']",3
sucked most of the stuff does not work with my phone,0,"['sucked', 'stuff', 'work', 'phone']",4
no shifting no bubbling no peeling not even a scratch nothingi couldnt be more happier with my new one for the droid,1,"['shifting', 'bubbling', 'peeling', 'even', 'scratch', 'nothingi', 'couldnt', 'happier', 'new', 'one', 'droid']",11
worst software ever used if i could give this zero stars i would,0,"['worst', 'software', 'ever', 'used', 'could', 'give', 'zero', 'star', 'would']",9
trying to make a call on these is an exercise in frustration,0,"['trying', 'make', 'call', 'exercise', 'frustration']",5
the case is a flimsy piece of plastic and has no front or side protection whatsoever,0,"['case', 'flimsy', 'piece', 'plastic', 'front', 'side', 'protection', 'whatsoever']",8
i own a jabra earset and was very happy with it but the sound quality especially outgoing on this is better,1,"['jabra', 'earset', 'happy', 'sound', 'quality', 'especially', 'outgoing', 'better']",8
i love the camera its really pretty good quality,1,"['love', 'camera', 'really', 'pretty', 'good', 'quality']",6
thank you for such great service,1,"['thank', 'great', 'service']",3
its a total package,1,"['total', 'package']",2
the seller is very understanding and patient i would definitely buy from them again,1,"['seller', 'understanding', 'patient', 'would', 'definitely', 'buy']",6
i give wirefly 1 stari will contact cingularatt and inform them of this practice,0,"['give', 'wirefly', '1', 'stari', 'contact', 'cingularatt', 'inform', 'practice']",8
its aggravating,0,['aggravating'],1
great product for the price,1,"['great', 'product', 'price']",3
i have purchased these for both family and friends and all enjoy their clarity and ease of use,1,"['purchased', 'family', 'friend', 'enjoy', 'clarity', 'ease', 'use']",7
virgin wireless rocks and so does this cheap little phone,1,"['virgin', 'wireless', 'rock', 'cheap', 'little', 'phone']",6
none of it works just dont buy it,0,"['none', 'work', 'dont', 'buy']",4
muddy low quality sound and the casing around the wires insert was poorly super glued and slid off,0,"['muddy', 'low', 'quality', 'sound', 'casing', 'around', 'wire', 'insert', 'poorly', 'super', 'glued', 'slid']",12
please dont waste your money,0,"['please', 'dont', 'waste', 'money']",4
all in all im quite satisfied with this purchase,1,"['im', 'quite', 'satisfied', 'purchase']",4
if you are looking for a good quality motorola headset keep looking this isnt it,0,"['looking', 'good', 'quality', 'motorola', 'headset', 'keep', 'looking', 'isnt']",8
yet plantronincs continues to use the same flawed charger design,0,"['yet', 'plantronincs', 'continues', 'use', 'flawed', 'charger', 'design']",7
disapointing results,0,"['disapointing', 'result']",2
cumbersome design,0,"['cumbersome', 'design']",2
great it was new packaged nice works good no problems and it came in less time then i expected,1,"['great', 'new', 'packaged', 'nice', 'work', 'good', 'problem', 'came', 'less', 'time', 'expected']",11
great product,1,"['great', 'product']",2
its a piece of crap,0,"['piece', 'crap']",2
my experience was terrible this was my fourth bluetooth headset and while it was much more comfortable than my last jabra which i hated,0,"['experience', 'terrible', 'fourth', 'bluetooth', 'headset', 'much', 'comfortable', 'last', 'jabra', 'hated']",10
this fixes all the problems,1,"['fix', 'problem']",2
worst ever,0,"['worst', 'ever']",2
i am very happy,1,['happy'],1
